Snap SubfindID redshift Mstar SFR IsCentral
99 152 0.0000 1.133574e+10 0.0000 0
99 155 0.0000 4.778208e+09 0.0000 0
99 156 0.0000 1.089530e+10 0.0000 0
99 157 0.0000 6.858400e+09 0.0000 0
99 158 0.0000 7.401079e+09 0.0000 0
99 160 0.0000 5.356183e+09 0.0000 0
99 161 0.0000 5.545365e+09 0.0000 0
99 162 0.0000 8.670081e+09 0.0000 0
99 165 0.0000 3.693275e+09 0.0000 0
99 173 0.0000 5.994317e+09 0.2867 0
99 177 0.0000 6.386947e+09 0.0000 0
99 178 0.0000 3.697103e+09 0.0000 0
99 179 0.0000 7.565686e+09 0.0000 0
99 181 0.0000 6.316919e+09 0.0000 0
99 192 0.0000 3.892275e+09 0.0000 0
99 202 0.0000 3.897255e+09 0.0000 0
99 206 0.0000 3.903684e+09 0.0000 0
99 208 0.0000 4.289098e+09 0.0000 0
99 215 0.0000 4.716509e+09 0.0000 0
99 216 0.0000 5.655392e+09 0.0000 0
99 231 0.0000 3.357203e+09 0.0000 0
99 238 0.0000 4.740041e+09 0.0000 0
99 242 0.0000 4.476882e+09 0.0000 0
99 243 0.0000 3.835349e+09 0.0000 0
99 246 0.0000 4.608070e+09 0.0000 0
99 247 0.0000 3.519548e+09 0.0000 0
99 265 0.0000 4.249940e+09 0.0000 0
99 274 0.0000 3.875556e+09 0.0000 0
99 281 0.0000 3.684336e+09 0.9116 0
99 288 0.0000 3.682416e+09 0.0000 0
99 292 0.0000 3.480388e+09 0.0000 0
99 304 0.0000 3.647536e+09 0.0000 0
99 317 0.0000 3.443228e+09 0.0000 0
99 322 0.0000 3.302372e+09 0.0000 0
99 17185 0.0000 1.430544e+12 1.6577 1
99 17186 0.0000 5.745780e+11 1.0531 0
99 17187 0.0000 4.325059e+11 0.4618 0
99 17188 0.0000 1.653343e+11 0.0000 0
99 17189 0.0000 9.092468e+10 0.0000 0
99 17190 0.0000 1.478898e+11 0.0000 0
99 17191 0.0000 1.025032e+11 0.1968 0
99 17192 0.0000 1.431201e+11 0.0000 0
99 17193 0.0000 1.153707e+11 0.0000 0
99 17194 0.0000 8.975320e+10 0.0000 0
99 17195 0.0000 7.970781e+10 0.0000 0
99 17196 0.0000 7.672078e+10 0.0000 0
99 17197 0.0000 3.747478e+10 0.0000 0
99 17198 0.0000 6.931909e+10 0.0000 0
99 17199 0.0000 6.796746e+10 0.0000 0
99 17200 0.0000 4.985460e+10 0.0000 0
99 17201 0.0000 3.705106e+10 0.0000 0
99 17202 0.0000 8.973258e+10 0.0000 0
99 17203 0.0000 4.497974e+10 0.0000 0
99 17204 0.0000 7.191769e+10 0.0000 0
99 17205 0.0000 7.083334e+10 0.0000 0
99 17206 0.0000 4.982088e+10 0.0000 0
99 17207 0.0000 4.251517e+10 0.0000 0
99 17208 0.0000 4.823007e+10 0.0000 0
99 17209 0.0000 2.527856e+10 0.0000 0
99 17210 0.0000 5.384907e+09 0.2346 0
99 17211 0.0000 3.654749e+10 2.5241 0
99 17212 0.0000 4.171253e+10 0.0000 0
99 17213 0.0000 4.267943e+10 0.0000 0
99 17214 0.0000 2.096014e+10 0.9162 0
99 17215 0.0000 1.518242e+10 1.0992 0
99 17216 0.0000 2.652379e+10 1.6720 0
99 17217 0.0000 2.599825e+10 0.0000 0
99 17218 0.0000 2.788847e+10 0.0000 0
99 17219 0.0000 3.431557e+10 0.0000 0
99 17220 0.0000 6.495159e+10 0.0000 0
99 17221 0.0000 1.886471e+10 0.0000 0
99 17222 0.0000 2.607538e+10 0.0000 0
99 17223 0.0000 3.110607e+10 0.0000 0
99 17224 0.0000 3.710643e+10 0.0000 0
99 17225 0.0000 2.773568e+10 0.0000 0
99 17226 0.0000 1.273406e+10 0.0000 0
99 17227 0.0000 4.508996e+10 0.0000 0
99 17228 0.0000 2.838809e+10 0.0000 0
99 17229 0.0000 1.153404e+10 0.1914 0
99 17230 0.0000 2.943308e+10 0.0000 0
99 17231 0.0000 1.421235e+10 0.8017 0
99 17232 0.0000 1.026972e+10 0.1014 0
99 17233 0.0000 1.681134e+10 0.0000 0
99 17234 0.0000 1.113951e+10 0.2197 0
99 17235 0.0000 1.256038e+10 0.0000 0
99 17236 0.0000 1.375738e+10 0.0000 0
99 17237 0.0000 3.644610e+09 0.2298 0
99 17238 0.0000 9.692671e+09 0.0000 0
99 17239 0.0000 1.846565e+10 0.0000 0
99 17240 0.0000 7.766970e+09 0.0000 0
99 17241 0.0000 7.444049e+09 0.0000 0
99 17242 0.0000 4.324879e+09 1.0200 0
99 17243 0.0000 3.474170e+09 0.1025 0
99 17244 0.0000 1.078349e+10 0.0000 0
99 17245 0.0000 9.857748e+09 0.0000 0
99 17246 0.0000 1.592791e+10 0.0000 0
99 17247 0.0000 4.468639e+09 0.0000 0
99 17248 0.0000 1.186247e+10 0.0000 0
99 17249 0.0000 1.282840e+10 0.0000 0
99 17250 0.0000 1.742934e+10 0.0000 0
99 17251 0.0000 5.926976e+09 0.0000 0
99 17252 0.0000 1.888904e+10 0.0000 0
99 17253 0.0000 7.506920e+09 0.0000 0
99 17254 0.0000 1.814414e+10 0.0000 0
99 17255 0.0000 1.568519e+10 0.0000 0
99 17256 0.0000 8.546776e+09 0.0000 0
99 17257 0.0000 9.578338e+09 0.0000 0
99 17258 0.0000 8.685660e+09 0.0000 0
99 17260 0.0000 5.964741e+09 0.4812 0
99 17262 0.0000 1.238230e+10 0.0000 0
99 17263 0.0000 6.192429e+09 0.0000 0
99 17265 0.0000 9.751255e+09 0.0000 0
99 17266 0.0000 8.192201e+09 0.0000 0
99 17267 0.0000 5.949930e+09 0.0000 0
99 17268 0.0000 6.095388e+09 0.0000 0
99 17269 0.0000 6.397578e+09 0.0000 0
99 17271 0.0000 1.082203e+10 0.0000 0
99 17272 0.0000 7.599107e+09 0.0000 0
99 17273 0.0000 6.576928e+09 0.0000 0
99 17274 0.0000 9.177212e+09 0.0000 0
99 17275 0.0000 4.561605e+09 0.0094 0
99 17276 0.0000 6.780625e+09 0.4471 0
99 17277 0.0000 1.008428e+10 0.0000 0
99 17281 0.0000 3.947884e+09 0.0000 0
99 17283 0.0000 8.005289e+09 0.0000 0
99 17284 0.0000 6.698876e+09 0.0000 0
99 17286 0.0000 3.403543e+09 0.1442 0
99 17291 0.0000 6.296235e+09 0.0000 0
99 17293 0.0000 3.375880e+09 0.0000 0
99 17294 0.0000 4.763198e+09 0.0000 0
99 17296 0.0000 4.290464e+09 0.0000 0
99 17297 0.0000 7.310220e+09 0.0000 0
99 17301 0.0000 8.059133e+09 0.0000 0
99 17303 0.0000 5.275416e+09 0.0000 0
99 17304 0.0000 3.849396e+09 0.0000 0
99 17307 0.0000 5.005103e+09 0.0000 0
99 17310 0.0000 3.230046e+09 0.0000 0
99 17311 0.0000 5.710958e+09 0.0000 0
99 17317 0.0000 4.912418e+09 0.0000 0
99 17318 0.0000 3.430121e+09 0.0000 0
99 17321 0.0000 3.305559e+09 0.0000 0
99 17326 0.0000 6.705256e+09 2.0896 0
99 17327 0.0000 4.919865e+09 0.0000 0
99 17328 0.0000 5.434050e+09 0.0000 0
99 17331 0.0000 3.592036e+09 0.0000 0
99 17336 0.0000 3.873125e+09 0.0000 0
99 17339 0.0000 5.721067e+09 0.0000 0
99 17346 0.0000 4.064015e+09 0.0000 0
99 17350 0.0000 5.388272e+09 0.0000 0
99 17351 0.0000 3.771843e+09 0.0000 0
99 17352 0.0000 5.408139e+09 0.0000 0
99 17354 0.0000 3.856800e+09 0.0000 0
99 17355 0.0000 3.619037e+09 0.0000 0
99 17358 0.0000 4.415990e+09 0.0000 0
99 17378 0.0000 4.122501e+09 0.0000 0
99 17382 0.0000 3.866743e+09 0.0000 0
99 17383 0.0000 3.587197e+09 0.0000 0
99 17397 0.0000 3.429051e+09 0.0000 0
99 17407 0.0000 3.572062e+09 0.0000 0
99 17408 0.0000 3.186049e+09 0.0000 0
99 31342 0.0000 1.834302e+12 1.5305 1
99 31343 0.0000 4.029008e+11 0.0063 0
99 31344 0.0000 3.219736e+11 0.0000 0
99 31345 0.0000 5.961560e+10 0.0000 0
99 31346 0.0000 1.131322e+11 0.0000 0
99 31347 0.0000 5.409167e+10 0.0000 0
99 31348 0.0000 6.212240e+10 0.5082 0
99 31349 0.0000 4.133005e+10 0.0000 0
99 31350 0.0000 3.797195e+10 0.0057 0
99 31351 0.0000 3.852950e+10 0.0000 0
99 31352 0.0000 7.999191e+10 0.0000 0
99 31353 0.0000 8.183333e+10 0.0000 0
99 31354 0.0000 7.564875e+10 0.0000 0
99 31355 0.0000 7.353180e+10 0.0000 0
99 31356 0.0000 3.926244e+10 0.0000 0
99 31357 0.0000 3.789403e+10 0.6198 0
99 31358 0.0000 4.489211e+10 0.0000 0
99 31359 0.0000 5.183971e+10 0.0000 0
99 31360 0.0000 4.945268e+10 0.0000 0
99 31361 0.0000 5.720573e+10 0.0000 0
99 31362 0.0000 3.003302e+10 0.0000 0
99 31363 0.0000 3.262809e+10 0.0000 0
99 31364 0.0000 4.682424e+10 0.0000 0
99 31365 0.0000 6.145644e+10 0.0000 0
99 31366 0.0000 2.161382e+10 0.0000 0
99 31367 0.0000 3.222902e+10 0.0000 0
99 31368 0.0000 3.330402e+10 0.0000 0
99 31369 0.0000 4.094065e+10 0.0000 0
99 31370 0.0000 3.893610e+10 0.0000 0
99 31371 0.0000 2.803351e+10 0.0000 0
99 31372 0.0000 3.733613e+10 0.0000 0
99 31373 0.0000 2.253037e+10 0.0000 0
99 31374 0.0000 8.454794e+09 0.7150 0
99 31375 0.0000 1.408404e+10 0.2080 0
99 31376 0.0000 3.260138e+10 0.0000 0
99 31377 0.0000 3.090526e+10 0.0000 0
99 31378 0.0000 1.230324e+10 0.0000 0
99 31379 0.0000 3.026810e+10 0.0000 0
99 31380 0.0000 2.365617e+10 0.0000 0
99 31381 0.0000 2.340675e+10 0.0000 0
99 31382 0.0000 2.200505e+10 0.0000 0
99 31383 0.0000 2.024757e+10 0.0000 0
99 31384 0.0000 1.345940e+10 0.0000 0
99 31385 0.0000 2.532963e+10 0.0000 0
99 31386 0.0000 2.414020e+10 0.0000 0
99 31387 0.0000 2.241308e+10 0.0000 0
99 31388 0.0000 1.659521e+10 0.0000 0
99 31389 0.0000 2.359115e+10 0.0000 0
99 31390 0.0000 4.989385e+09 0.5169 0
99 31391 0.0000 7.910151e+09 0.0583 0
99 31392 0.0000 9.496583e+09 0.0000 0
99 31393 0.0000 1.650663e+10 0.0000 0
99 31394 0.0000 1.052687e+10 0.0000 0
99 31396 0.0000 6.490338e+09 0.0559 0
99 31397 0.0000 5.640401e+09 0.0041 0
99 31398 0.0000 1.008163e+10 0.0000 0
99 31399 0.0000 1.356093e+10 0.0000 0
99 31400 0.0000 1.239216e+10 0.3411 0
99 31402 0.0000 7.693632e+09 0.0000 0
99 31403 0.0000 5.194482e+09 0.0068 0
99 31404 0.0000 1.018132e+10 0.0000 0
99 31405 0.0000 8.826212e+09 0.0000 0
99 31407 0.0000 1.075420e+10 0.2095 0
99 31408 0.0000 1.522043e+10 0.0000 0
99 31409 0.0000 1.314410e+10 0.0000 0
99 31410 0.0000 4.998152e+09 0.1754 0
99 31412 0.0000 1.307187e+10 0.0000 0
99 31414 0.0000 7.269494e+09 0.0000 0
99 31415 0.0000 1.103655e+10 0.0000 0
99 31417 0.0000 9.561937e+09 0.0000 0
99 31418 0.0000 3.263118e+09 0.0000 0
99 31420 0.0000 3.775470e+09 0.0565 0
99 31422 0.0000 4.139862e+09 0.0000 0
99 31423 0.0000 6.818610e+09 0.0000 0
99 31426 0.0000 5.073684e+09 0.0000 0
99 31428 0.0000 8.940922e+09 0.0000 0
99 31430 0.0000 6.116305e+09 0.0000 0
99 31431 0.0000 1.009317e+10 0.0000 0
99 31433 0.0000 5.864000e+09 0.0000 0
99 31435 0.0000 3.901301e+09 0.0000 0
99 31439 0.0000 4.441467e+09 0.0000 0
99 31441 0.0000 5.270812e+09 0.0000 0
99 31442 0.0000 6.325398e+09 0.0000 0
99 31444 0.0000 7.380366e+09 0.0000 0
99 31453 0.0000 6.263766e+09 0.0000 0
99 31454 0.0000 6.881449e+09 0.0000 0
99 31456 0.0000 6.553875e+09 0.0000 0
99 31457 0.0000 5.487830e+09 0.0000 0
99 31458 0.0000 3.358771e+09 0.0000 0
99 31460 0.0000 5.224994e+09 0.0000 0
99 31461 0.0000 5.950497e+09 0.0000 0
99 31463 0.0000 4.351747e+09 0.0000 0
99 31464 0.0000 3.220394e+09 0.0000 0
99 31466 0.0000 5.575911e+09 0.0000 0
99 31473 0.0000 4.945562e+09 0.0000 0
99 31476 0.0000 4.191217e+09 0.0000 0
99 31481 0.0000 3.886439e+09 0.0000 0
99 31485 0.0000 4.419724e+09 0.0000 0
99 31490 0.0000 4.002519e+09 0.0000 0
99 31491 0.0000 3.212159e+09 0.0000 0
99 31505 0.0000 3.936414e+09 0.0000 0
99 31514 0.0000 3.885415e+09 0.0000 0
99 31523 0.0000 3.731923e+09 0.0000 0
99 31524 0.0000 3.804972e+09 0.0000 0
99 31531 0.0000 3.204941e+09 1.0620 0
99 31535 0.0000 3.194396e+09 0.0000 0
99 41582 0.0000 8.704159e+11 98.6669 1
99 41583 0.0000 5.471989e+11 18.5674 0
99 41584 0.0000 2.141058e+11 0.9151 0
99 41585 0.0000 1.898988e+11 0.0014 0
99 41586 0.0000 5.101341e+11 0.7007 0
99 41587 0.0000 9.081874e+10 0.0095 0
99 41588 0.0000 7.439983e+10 0.5957 0
99 41589 0.0000 6.694705e+10 0.0000 0
99 41590 0.0000 1.028144e+11 0.0257 0
99 41591 0.0000 6.782344e+10 0.0000 0
99 41592 0.0000 4.935142e+10 0.0000 0
99 41593 0.0000 3.056819e+10 0.0000 0
99 41594 0.0000 6.892088e+10 0.0000 0
99 41595 0.0000 6.287637e+10 0.0000 0
99 41596 0.0000 1.841738e+10 1.5565 0
99 41597 0.0000 3.201438e+10 0.0000 0
99 41598 0.0000 4.104834e+10 0.0000 0
99 41599 0.0000 5.462005e+10 0.0000 0
99 41600 0.0000 1.775525e+10 0.6630 0
99 41601 0.0000 3.436174e+10 0.0000 0
99 41602 0.0000 5.481526e+10 0.0000 0
99 41603 0.0000 1.278175e+10 3.2480 0
99 41604 0.0000 3.432536e+10 4.1204 0
99 41605 0.0000 5.197553e+10 0.0000 0
99 41606 0.0000 3.830860e+10 0.0000 0
99 41607 0.0000 2.998709e+10 0.0000 0
99 41608 0.0000 1.352973e+10 1.1683 0
99 41609 0.0000 4.723967e+10 0.0000 0
99 41610 0.0000 2.634267e+10 0.0000 0
99 41611 0.0000 2.263114e+10 0.0000 0
99 41612 0.0000 1.536455e+10 0.0652 0
99 41613 0.0000 3.070232e+10 0.0000 0
99 41614 0.0000 1.211086e+10 0.2437 0
99 41615 0.0000 2.948569e+10 0.0000 0
99 41616 0.0000 2.336541e+10 1.7340 0
99 41617 0.0000 2.459428e+10 0.0000 0
99 41618 0.0000 2.073312e+10 0.0000 0
99 41619 0.0000 4.255446e+10 2.0361 0
99 41620 0.0000 2.098257e+10 1.1620 0
99 41621 0.0000 3.071631e+10 0.0000 0
99 41622 0.0000 3.389823e+10 0.0000 0
99 41623 0.0000 3.894168e+10 0.0000 0
99 41624 0.0000 3.234295e+10 0.0000 0
99 41625 0.0000 3.211637e+10 0.0000 0
99 41626 0.0000 1.381256e+10 0.4224 0
99 41627 0.0000 1.963480e+10 0.0000 0
99 41628 0.0000 3.097503e+10 0.0000 0
99 41629 0.0000 1.874192e+10 0.0000 0
99 41630 0.0000 2.863813e+10 0.0000 0
99 41631 0.0000 2.153574e+10 0.0000 0
99 41632 0.0000 5.402005e+09 0.1915 0
99 41633 0.0000 2.259558e+10 0.0000 0
99 41634 0.0000 2.493776e+10 0.0000 0
99 41635 0.0000 4.249201e+09 0.2328 0
99 41636 0.0000 1.071523e+10 0.0000 0
99 41637 0.0000 1.960433e+10 3.6948 0
99 41638 0.0000 9.046965e+09 0.2072 0
99 41639 0.0000 2.173184e+10 0.0000 0
99 41640 0.0000 4.156116e+09 0.3248 0
99 41641 0.0000 6.786614e+09 0.0000 0
99 41642 0.0000 8.984635e+09 0.3256 0
99 41643 0.0000 1.728123e+10 0.0000 0
99 41644 0.0000 9.843732e+09 0.2434 0
99 41646 0.0000 8.320633e+09 0.0171 0
99 41648 0.0000 4.641718e+09 0.1631 0
99 41649 0.0000 1.528888e+10 0.0000 0
99 41651 0.0000 6.370898e+09 0.0000 0
99 41652 0.0000 1.933346e+10 0.0000 0
99 41654 0.0000 5.492627e+09 0.0000 0
99 41655 0.0000 6.201435e+09 0.0000 0
99 41656 0.0000 1.226010e+10 0.0000 0
99 41657 0.0000 6.107089e+09 0.9293 0
99 41658 0.0000 1.355519e+10 0.0000 0
99 41659 0.0000 7.759631e+09 0.0000 0
99 41660 0.0000 6.344633e+09 0.0000 0
99 41664 0.0000 6.931645e+09 0.0000 0
99 41665 0.0000 4.825962e+09 1.9760 0
99 41666 0.0000 7.519347e+09 0.0000 0
99 41668 0.0000 8.973942e+09 0.0000 0
99 41669 0.0000 4.282054e+09 0.0000 0
99 41672 0.0000 8.744776e+09 0.0000 0
99 41673 0.0000 5.987467e+09 0.0000 0
99 41674 0.0000 6.533506e+09 0.0000 0
99 41675 0.0000 3.598090e+09 0.0000 0
99 41676 0.0000 3.508938e+09 0.1624 0
99 41677 0.0000 6.682785e+09 0.0000 0
99 41678 0.0000 3.568903e+09 0.0000 0
99 41681 0.0000 5.666415e+09 0.0000 0
99 41683 0.0000 6.151421e+09 0.0562 0
99 41684 0.0000 6.423940e+09 0.0000 0
99 41687 0.0000 3.552956e+09 0.0000 0
99 41688 0.0000 4.729014e+09 0.0000 0
99 41691 0.0000 7.543124e+09 0.0000 0
99 41693 0.0000 9.642207e+09 0.0000 0
99 41695 0.0000 5.667381e+09 0.0000 0
99 41696 0.0000 7.609037e+09 0.0000 0
99 41698 0.0000 3.707403e+09 0.0000 0
99 41701 0.0000 6.886500e+09 0.0000 0
99 41702 0.0000 4.427837e+09 0.0000 0
99 41705 0.0000 3.204702e+09 0.0608 0
99 41715 0.0000 5.775351e+09 0.0000 0
99 41720 0.0000 7.143492e+09 17.9043 0
99 41721 0.0000 7.166640e+09 0.0000 0
99 41726 0.0000 3.681813e+09 0.0000 0
99 41729 0.0000 4.708397e+09 0.0000 0
99 41735 0.0000 4.547919e+09 0.0000 0
99 41737 0.0000 3.461332e+09 0.0000 0
99 41743 0.0000 4.903715e+09 0.0000 0
99 41745 0.0000 3.941629e+09 0.0000 0
99 41747 0.0000 4.503169e+09 0.0000 0
99 41752 0.0000 4.446929e+09 0.0000 0
99 41753 0.0000 3.849772e+09 0.0000 0
99 41755 0.0000 3.205244e+09 0.0000 0
99 41756 0.0000 3.832965e+09 22.2132 0
99 41757 0.0000 4.564016e+09 0.0000 0
99 41771 0.0000 3.293843e+09 0.0000 0
99 41780 0.0000 3.382434e+09 0.0023 0
99 41798 0.0000 3.657997e+09 0.0016 0
99 52618 0.0000 7.123692e+11 1.7249 1
99 52619 0.0000 3.305707e+11 0.0000 0
99 52620 0.0000 3.153436e+11 2.6823 0
99 52621 0.0000 1.770552e+11 0.0000 0
99 52622 0.0000 1.023748e+11 0.2317 0
99 52623 0.0000 1.336906e+11 0.0000 0
99 52624 0.0000 1.124701e+11 0.0000 0
99 52625 0.0000 4.669788e+10 0.0000 0
99 52626 0.0000 3.811254e+10 0.0000 0
99 52627 0.0000 5.420208e+10 0.0000 0
99 52628 0.0000 4.722495e+10 0.0000 0
99 52629 0.0000 5.156572e+10 0.0000 0
99 52630 0.0000 3.210403e+10 1.0540 0
99 52631 0.0000 2.963837e+10 2.6786 0
99 52632 0.0000 3.097327e+10 0.0000 0
99 52633 0.0000 2.653012e+10 0.0000 0
99 52634 0.0000 4.732596e+10 0.0000 0
99 52635 0.0000 2.576813e+10 1.7625 0
99 52636 0.0000 2.200080e+10 0.0000 0
99 52637 0.0000 2.506007e+10 0.0000 0
99 52638 0.0000 2.874606e+10 0.0000 0
99 52639 0.0000 2.384626e+10 0.0000 0
99 52640 0.0000 2.232756e+10 0.0000 0
99 52641 0.0000 7.422600e+09 0.5144 0
99 52642 0.0000 2.190962e+10 0.0000 0
99 52643 0.0000 2.402129e+10 0.0000 0
99 52644 0.0000 2.822535e+10 0.0000 0
99 52645 0.0000 2.242732e+10 0.0000 0
99 52646 0.0000 2.238304e+10 0.0000 0
99 52647 0.0000 1.776541e+10 0.0000 0
99 52648 0.0000 2.195954e+10 0.0000 0
99 52649 0.0000 1.261239e+10 0.0950 0
99 52650 0.0000 6.075184e+09 0.7284 0
99 52651 0.0000 2.070390e+10 0.0000 0
99 52652 0.0000 2.145691e+10 0.3679 0
99 52653 0.0000 4.897898e+09 0.0000 0
99 52654 0.0000 2.081778e+10 0.0000 0
99 52655 0.0000 1.282389e+10 0.0000 0
99 52656 0.0000 9.303399e+09 0.0000 0
99 52657 0.0000 7.573459e+09 0.0000 0
99 52659 0.0000 9.009062e+09 0.0000 0
99 52660 0.0000 1.625637e+10 0.0000 0
99 52661 0.0000 7.969367e+09 0.0000 0
99 52662 0.0000 6.737361e+09 0.0000 0
99 52663 0.0000 1.264960e+10 0.0000 0
99 52665 0.0000 9.117023e+09 0.0000 0
99 52666 0.0000 7.375864e+09 0.0000 0
